,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
60,60,1786,DNMT1,-,524,120,1.271e-158,18505931,(p=9.87e-05),,27582487,(p=9.98e-05),,15087453,(p=1.04e-04),,21791605,(p=1.12e-04),,28102109,(p=2.05e-04),,18198215,(p=2.07e-04),,22274925,(p=3.02e-04),,15735013,(p=3.05e-04),,26454216,(p=3.06e-04),,15688037,(p=3.07e-04),
61,61,1958,EGR1,-,403,108,2.648e-155,27452907,(p=2.00e-04),,18830406,(p=2.06e-04),,19115247,(p=3.02e-04),,17502875,(p=3.05e-04),,18324520,(p=3.09e-04),,12706485,(p=4.01e-04),,19074849,(p=6.02e-04),,26917778,(p=6.03e-04),,18316600,(p=6.04e-04),,15517593,(p=9.00e-04),
62,62,9611,NCOR1,-,280,94,7.331e-151,27956629,(p=8.55e-05),,16980585,(p=1.05e-04),,20466759,(p=1.06e-04),,20935208,(p=1.11e-04),,15131262,(p=1.12e-04),,18326024,(p=2.04e-04),,15536134,(p=3.02e-04),,12460926,(p=3.03e-04),,10860984,(p=3.04e-04),,11889044,(p=3.05e-04),
63,63,2308,FOXO1,-,485,111,4.736e-150,25919885,(p=2.02e-04),,19308286,(p=2.06e-04),,24977668,(p=3.01e-04),,23574718,(p=3.08e-04),,23029264,(p=4.01e-04),,24886245,(p=4.02e-04),,24213577,(p=5.00e-04),,24424889,(p=6.02e-04),,21440011,(p=6.03e-04),,26036758,(p=6.04e-04),
64,64,8837,CFLAR,-,344,97,5.771e-146,22266862,(p=9.16e-05),,21107885,(p=1.04e-04),,22322857,(p=1.04e-04),,23167276,(p=2.03e-04),,27607580,(p=2.09e-04),,17697742,(p=3.02e-04),,22948392,(p=3.02e-04),,15540114,(p=3.05e-04),,19798106,(p=3.06e-04),,19956887,(p=6.03e-04),
65,65,5468,PPARG,-,1875,179,8.814e-143,12839938,(p=2.01e-04),,15041706,(p=3.01e-04),,23212831,(p=3.01e-04),,18509005,(p=3.01e-04),,22020928,(p=3.02e-04),,21637537,(p=3.05e-04),,19624894,(p=3.05e-04),,17032502,(p=3.08e-04),,17015477,(p=3.09e-04),,24982244,(p=4.01e-04),
66,66,6714,SRC,-,1255,149,1.26e-141,21741415,(p=1.08e-04),,19281832,(p=2.08e-04),,23585863,(p=3.01e-04),,21509526,(p=3.03e-04),,15060621,(p=3.04e-04),,21618517,(p=3.08e-04),,19861436,(p=6.00e-04),,27465556,(p=6.05e-04),,23920124,(p=8.01e-04),,20460377,(p=8.02e-04),
67,67,1111,CHEK1,-,455,101,9.017e-139,24098799,(p=7.99e-05),,28030834,(p=8.62e-05),,23536721,(p=9.75e-05),,21179472,(p=9.89e-05),,26988986,(p=1.11e-04),,15688426,(p=3.01e-04),,25428911,(p=6.03e-04),,21752283,(p=6.04e-04),,15705874,(p=7.00e-04),,25084614,(p=8.01e-04),
68,68,1385,CREB1,-,574,109,1.09e-138,21315782,(p=2.02e-04),,23979134,(p=3.06e-04),,16896160,(p=5.00e-04),,26008971,(p=6.03e-04),,12933667,(p=6.03e-04),,27458098,(p=6.04e-04),,15691881,(p=6.05e-04),,12567184,(p=1.00e-03),,19279000,(p=1.10e-03),,24025972,(p=1.30e-03),
69,69,7422,VEGFA,-,4154,263,1.229e-138,23279742,(p=2.01e-04),,23926105,(p=2.08e-04),,18211808,(p=3.01e-04),,24189120,(p=3.06e-04),,25889301,(p=3.09e-04),,18494554,(p=5.01e-04),,22392726,(p=6.01e-04),,24716659,(p=6.05e-04),,28498478,(p=8.01e-04),,21886838,(p=8.01e-04),
70,70,6502,SKP2,-,415,97,3.58e-137,26682002,(p=1.05e-04),,16883603,(p=2.04e-04),,26942878,(p=2.09e-04),,23907123,(p=3.07e-04),,23807222,(p=3.09e-04),,19636294,(p=4.03e-04),,21841822,(p=6.00e-04),,24651440,(p=8.01e-04),,28230855,(p=8.01e-04),,18519678,(p=8.02e-04),
71,71,5347,PLK1,-,605,109,4.252e-136,22188812,(p=2.08e-04),,28985013,(p=3.05e-04),,23144294,(p=3.08e-04),,20962589,(p=4.00e-04),,21399492,(p=4.02e-04),,25826089,(p=4.03e-04),,26280018,(p=6.00e-04),,21169242,(p=6.01e-04),,16648550,(p=6.04e-04),,27647547,(p=6.04e-04),
72,72,648,BMI1,-,454,99,5.514e-136,25286028,(p=8.74e-05),,25737447,(p=1.10e-04),,20015867,(p=2.02e-04),,26935956,(p=2.09e-04),,29394261,(p=3.01e-04),,24571310,(p=4.01e-04),,24913180,(p=6.05e-04),,16963837,(p=8.00e-04),,28260023,(p=1.00e-03),,19379548,(p=1.30e-03),
73,73,4318,MMP9,-,2529,197,9.825e-136,24429678,(p=1.01e-04),,23897811,(p=1.12e-04),,22291969,(p=2.01e-04),,19148494,(p=3.01e-04),,21455583,(p=3.01e-04),,12431981,(p=3.07e-04),,28443467,(p=3.10e-04),,23510467,(p=6.01e-04),,25738807,(p=6.03e-04),,26260845,(p=6.05e-04),
74,74,142,PARP1,-,942,126,6.388e-134,25517228,(p=2.01e-04),,23708667,(p=3.08e-04),,28454547,(p=3.09e-04),,24847116,(p=4.01e-04),,27468725,(p=6.01e-04),,22101337,(p=6.03e-04),,26513298,(p=6.05e-04),,25779917,(p=6.06e-04),,27295004,(p=8.01e-04),,19182791,(p=9.00e-04),
75,75,1029,CDKN2A,-,2118,178,9.963e-134,21054888,(p=1.03e-04),,23175521,(p=1.10e-04),,15059516,(p=1.10e-04),,24747969,(p=2.00e-04),,24064951,(p=2.08e-04),,25155625,(p=3.01e-04),,18245468,(p=3.01e-04),,21390332,(p=3.08e-04),,19561196,(p=4.02e-04),,19269967,(p=5.00e-04),
76,76,55869,HDAC8,-,90,61,1.851e-133,27374062,(p=7.55e-05),,19118036,(p=8.93e-05),,22944197,(p=9.06e-05),,10748112,(p=9.56e-05),,23111066,(p=1.01e-04),,23430957,(p=1.02e-04),,25011684,(p=1.04e-04),,24077923,(p=1.05e-04),,25321483,(p=1.12e-04),,16681389,(p=2.00e-04),
77,77,581,BAX,-,932,125,2.164e-133,25384499,(p=9.09e-05),,19265193,(p=1.08e-04),,18445700,(p=2.04e-04),,23682076,(p=3.01e-04),,17927446,(p=3.02e-04),,25695595,(p=3.04e-04),,23966164,(p=3.04e-04),,25889084,(p=3.08e-04),,19177010,(p=4.02e-04),,12963997,(p=5.00e-04),
