,Rank,GeneID,Symbol,Homologs,n,n_pos,FDR,Top,10,pmids,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27
48,48,4790,NFKB1,-,2819,47,2.004e-22,24642040,(p=7.02e-04),,29421659,(p=1.30e-03),,20126979,(p=1.80e-03),,22384099,(p=1.80e-03),,25028470,(p=1.80e-03),,24300974,(p=2.50e-03),,22806547,(p=2.60e-03),,17607147,(p=3.10e-03),,22013068,(p=3.20e-03),,15044484,(p=3.20e-03),
49,49,4780,NFE2L2,-,1034,29,3.937e-22,21842204,(p=9.01e-04),,21489257,(p=2.00e-03),,23108405,(p=2.60e-03),,18413364,(p=3.10e-03),,25040994,(p=3.10e-03),,22387177,(p=3.20e-03),,25739673,(p=3.50e-03),,21969819,(p=3.50e-03),,27015836,(p=4.70e-03),,24837013,(p=4.70e-03),
50,50,56616,DIABLO,-,217,17,6.825e-22,21676925,(p=1.80e-03),,23699656,(p=2.80e-03),,28424988,(p=3.20e-03),,23225169,(p=3.50e-03),,25889084,(p=3.50e-03),,12218061,(p=3.90e-03),,23240027,(p=4.40e-03),,20056675,(p=4.70e-03),,27476169,(p=4.90e-03),,23403634,(p=5.80e-03),
51,51,4363,ABCC1,-,326,19,1.04e-21,25586348,(p=1.00e-03),,24024181,(p=1.20e-03),,17203221,(p=1.60e-03),,17925548,(p=1.80e-03),,12576456,(p=3.30e-03),,24382439,(p=3.90e-03),,25580427,(p=3.90e-03),,17445775,(p=4.50e-03),,18316614,(p=4.80e-03),,20530282,(p=4.80e-03),
52,52,4193,MDM2,-,1687,35,1.94e-21,26228206,(p=7.00e-04),,20680659,(p=1.60e-03),,27550999,(p=1.60e-03),,25501825,(p=2.50e-03),,27259273,(p=3.00e-03),,26431163,(p=3.20e-03),,18618574,(p=3.20e-03),,29175211,(p=3.50e-03),,27004407,(p=3.60e-03),,26070072,(p=4.30e-03),
53,53,558,AXL,-,235,17,2.522e-21,27671334,(p=1.20e-03),,22890323,(p=1.80e-03),,23117882,(p=3.90e-03),,25767293,(p=4.10e-03),,26942465,(p=4.30e-03),,26206560,(p=4.30e-03),,20922806,(p=4.80e-03),,27279912,(p=6.30e-03),,25125659,(p=6.40e-03),,23298489,(p=6.40e-03),
54,54,960,CD44,-,1050,28,4.767e-21,26762850,(p=6.04e-04),,25596560,(p=1.30e-03),,25515492,(p=2.50e-03),,27176078,(p=3.20e-03),,26747179,(p=3.80e-03),,27499099,(p=4.50e-03),,29107110,(p=4.50e-03),,22152097,(p=4.70e-03),,26687806,(p=4.70e-03),,18441325,(p=4.70e-03),
55,55,10018,BCL2L11,-,424,20,6.463e-21,27490929,(p=7.02e-04),,23358890,(p=7.03e-04),,26874859,(p=1.60e-03),,17927446,(p=2.60e-03),,26572075,(p=2.70e-03),,19101511,(p=3.90e-03),,26001141,(p=3.90e-03),,22131152,(p=4.10e-03),,26287412,(p=4.70e-03),,22905229,(p=5.20e-03),
56,56,768,CA9,-,259,17,1.251e-20,24893880,(p=1.30e-03),,26993100,(p=1.50e-03),,23208505,(p=1.50e-03),,16954440,(p=2.60e-03),,21040473,(p=3.10e-03),,21966417,(p=3.50e-03),,25890268,(p=4.10e-03),,12576453,(p=6.20e-03),,19008051,(p=6.40e-03),,17245699,(p=6.60e-03),
57,57,367,AR,-,2103,37,4.051e-20,28512248,(p=6.05e-04),,28468774,(p=6.09e-04),,23661607,(p=1.80e-03),,26876202,(p=2.20e-03),,26181238,(p=3.30e-03),,21837479,(p=3.40e-03),,26044568,(p=3.80e-03),,24356815,(p=4.10e-03),,27565181,(p=4.40e-03),,25145503,(p=4.70e-03),
